"";"metric";"method";"mean_dist";"sd_dist";"min_dist";"max_dist";"setting";"min_node_size";"covered_effect_vars";"covered_noise_vars";"effect_var_fdr";"time";"mse_val_dat_rf";"mse_val_dat_tree";"mse_rf_pred";"probs_quantiles";"number_splits";"imp.num.var";"epsilon";"method_short";"scenario";"rel_MSE"
"1785";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;26,0020666666667;6,56440320110503;7,5088116855071;1,45540021622399;"No quantiles";8;"15";0,05;"ART";"Scenario 4";1,14386814086056
"1786";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;43,7868666666667;6,91620085821024;7,97192319764996;1,93882406272617;"No quantiles";11;"15";0,05;"ART";"Scenario 4";1,15264483508839
"1787";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;17,4558666666667;6,62407493374135;8,40345095592599;1,27928307003857;"No quantiles";8;"15";0,05;"ART";"Scenario 4";1,26862256843155
"1788";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;26,1401333333333;6,12189685355505;7,534568808431;1,58431085991503;"No quantiles";8;"15";0,05;"ART";"Scenario 4";1,23075722911855
"1789";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;25,5931333333333;6,33261107451391;7,67549207215383;1,4083025448768;"No quantiles";8;"15";0,05;"ART";"Scenario 4";1,21205802501348
"1790";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;20,30985;6,5255942156916;8,86080125952155;1,34099309979419;"No quantiles";7;"15";0,05;"ART";"Scenario 4";1,3578535481435
"1791";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;12,6041;6,26129461996394;9,02962656293708;1,11860821642983;"No quantiles";5;"15";0,05;"ART";"Scenario 4";1,44213411299101
"1792";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;17,9745833333333;6,85700401126187;8,64552871437031;1,59469800830907;"No quantiles";8;"15";0,05;"ART";"Scenario 4";1,2608318006189
"1793";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;22,0420333333333;6,13485809252191;7,53474938592723;1,30294248017661;"No quantiles";7;"15";0,05;"ART";"Scenario 4";1,22818641805451
"1794";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;18,1033166666667;6,68453919309488;8,42650227069147;1,6476256752182;"No quantiles";8;"15";0,05;"ART";"Scenario 4";1,26059583574527
"1795";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;26,01245;6,50569170812496;7,22439164238679;1,7975791362419;"No quantiles";8;"15";0,05;"ART";"Scenario 4";1,11047248571036
"1796";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;57,2360333333333;6,67323171780397;7,50206095709839;1,63770935209537;"No quantiles";13;"15";0,05;"ART";"Scenario 4";1,12420207694619
"1797";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,6;0;0;122,446516666667;6,48582921282163;7,61039568240562;2,06893717323549;"No quantiles";21;"15";0,05;"ART";"Scenario 4";1,17338823343681
"1798";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;73,0073166666667;6,72063338983805;7,57217166355311;1,91728599750407;"No quantiles";19;"15";0,05;"ART";"Scenario 4";1,12670506250239
"1799";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;13,1172;6,29373927524654;8,58138220114639;0,985951300793911;"No quantiles";5;"15";0,05;"ART";"Scenario 4";1,36347913789458
"1800";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;12,7515;6,32562464330146;8,12165885429034;1,63363827154776;"No quantiles";5;"15";0,05;"ART";"Scenario 4";1,28392993771624
"1801";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,1;53,5259666666667;6,94071758076552;8,29507602571144;1,36761513006698;"No quantiles";10;"20";0,05;"ART";"Scenario 4";1,19513233742563
"1802";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;35,2885166666667;6,71262269084616;8,71113600922828;1,49951801944127;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,29772466149594
"1803";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;37,0306166666667;7,11430641851162;8,65035516087111;1,37693193499444;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,21590983744566
"1804";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;69,8436;5,99861149102537;6,63020075588931;1,83967234957223;"No quantiles";12;"20";0,05;"ART";"Scenario 4";1,10528924332054
"1805";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;17,7344833333333;6,37404061611839;9,04652999491519;1,30245379540572;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,41927711788324
"1806";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;117,817866666667;6,62384967192963;8,61034294690344;2,19652739463086;"No quantiles";20;"20";0,05;"ART";"Scenario 4";1,29990011448963
"1807";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0,0119047619047619;0,15;157,696616666667;6,52529316583312;8,02013311423722;1,85638614191458;"No quantiles";20;"20";0,05;"ART";"Scenario 4";1,22908395230902
"1808";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;25,0646;6,50676717259823;7,60585282711363;1,77189702927784;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,16891424348853
"1809";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,2421666666667;6,95667021740087;8,8575405624155;1,14313260143789;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,27324428003788
"1810";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;35,8461666666667;6,82202406868568;7,99217387548132;1,74688439935101;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,17152531199162
"1811";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;80,48585;6,77627871693751;7,60926403516893;2,4165809563858;"No quantiles";13;"20";0,05;"ART";"Scenario 4";1,12292666122917
"1812";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,111111111111111;43,53515;6,3374041101174;7,48426047843408;1,91391754721705;"No quantiles";9;"20";0,05;"ART";"Scenario 4";1,18096626763721
"1813";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;124,135866666667;6,86991135736363;6,91949646591968;1,6715233900498;"No quantiles";17;"20";0,05;"ART";"Scenario 4";1,00721772174002
"1814";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;26,029;6,209330795448;7,39978243192523;1,72501185606106;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,19171979649561
"1815";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;25,3117333333333;6,26449047929651;7,58179499299721;1,74050724645206;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,21028119015493
"1816";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;61,8808166666667;6,55033960103697;8,7415537896163;1,62346685215586;"No quantiles";11;"20";0,05;"ART";"Scenario 4";1,33451917336201
"1817";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0,0119047619047619;0,111111111111111;43,6757166666667;6,3162984130475;8,19792849780127;1,86150744560225;"No quantiles";9;"20";0,05;"ART";"Scenario 4";1,29790075796085
"1818";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;37,0264166666667;6,71130878849768;8,86975509848476;1,5209820636779;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,32161332133702
"1819";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,25;25,7848166666667;6,13978960096715;8,10624166956479;1,63943273116352;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,32028004156492
"1820";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0,0119047619047619;0,125;25,71745;6,78220896736226;8,78796294975092;1,08419706864894;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,29573756751537
"1821";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,6506333333333;6,06238638931169;8,47080969807694;1,30522206993302;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,39727314527682
"1822";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,266666666666667;0;0;17,81525;6,84607217927145;8,89522129534429;1,11805625442146;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,29931748635039
"1823";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,266666666666667;0;0;12,6423;7,0961187115574;8,50140331522639;1,19645151355167;"No quantiles";4;"20";0,05;"ART";"Scenario 4";1,19803566721343
"1824";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;31,5343666666667;6,91241290940277;7,56342226042227;1,93440973275051;"No quantiles";9;"20";0,05;"ART";"Scenario 4";1,09417975453028
"1825";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;25,72465;6,17850826637598;7,70914920884641;1,7256076662995;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,24773632671179
"1826";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,210526315789474;152,2046;7,29351845325631;9,2576058311754;1,27406631626106;"No quantiles";19;"20";0,05;"ART";"Scenario 4";1,26929216543522
"1827";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,6;0;0;155,049466666667;6,36962389676763;7,53955622801642;2,39656778761473;"No quantiles";19;"20";0,05;"ART";"Scenario 4";1,18367369097609
"1828";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0,0119047619047619;0,125;36,5930666666667;6,81263715793603;9,07587433379196;1,32822698478257;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,33221161253531
"1829";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;36,03485;6,46932118537399;9,11740397122287;1,36764306379841;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,4093293113713
"1830";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,125;37,45705;6,04990152670346;8,54635105063464;1,2231457029131;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,41264300136328
"1831";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;36,715;6,35186792012686;7,35956537347563;1,68815355085459;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,15864584497353
"1832";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;12,6511333333333;6,44449585849313;8,09345443044177;1,6033205150949;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,25587084050578
"1833";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;17,53555;6,47181447383509;8,19156762199461;1,38453903570809;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,26572967366607
"1834";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,6;0;0;30,0448;6,9112492586199;8,94993139425917;1,07414699788613;"No quantiles";9;"20";0,05;"ART";"Scenario 4";1,29498026468899
"1835";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,125;35,83635;6,53412831972623;8,59264597166724;1,36038984365112;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,31504089776236
"1836";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;31,3684166666667;6,65409937611775;6,60461546820706;1,84420081101399;"No quantiles";9;"20";0,05;"ART";"Scenario 4";0,992563395117256
"1837";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,8016666666667;6,67300418880595;8,47151856188275;1,53970566968896;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,26952094172125
"1838";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;17,7657333333333;6,10122744651254;8,35690952155539;1,49785116900127;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,36970955349849
"1839";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,125;35,4902166666667;5,91706712032485;8,09414924647188;1,58257839930433;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,36793263991697
"1840";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;43,5005;6,75001059167992;7,96433667706476;1,37067751076009;"No quantiles";9;"20";0,05;"ART";"Scenario 4";1,17989987851006
"1841";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,125;36,6424833333333;6,32317442580173;8,41906363780616;1,40815663930434;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,3314615525158
"1842";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;68,1750666666667;6,67928064422503;8,02082714728163;1,41093349162623;"No quantiles";12;"20";0,05;"ART";"Scenario 4";1,20085194417104
"1843";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,266666666666667;0,0119047619047619;0,25;36,8165166666667;6,94877183457699;8,65704151000991;1,29179599647225;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,24583764096737
"1844";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;30,0834166666667;6,25899727219245;7,72114865615154;1,3328222827211;"No quantiles";7;"20";0,05;"ART";"Scenario 4";1,23360792797517
"1845";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;36,9568833333333;6,93530344671344;8,31178119116498;1,79785137680506;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,19847404731855
"1846";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0238095238095238;0,263157894736842;156,37305;6,20168701123294;8,26717728295291;2,27078521589294;"No quantiles";19;"20";0,05;"ART";"Scenario 4";1,33305296897099
"1847";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,266666666666667;0,0119047619047619;0,166666666666667;23,5485166666667;6,55393935701737;9,03773459979209;1,23156521394075;"No quantiles";6;"20";0,05;"ART";"Scenario 4";1,37897745271556
"1848";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;37,1886;6,76517000743574;8,84904722114846;1,86451438101614;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,30803028030667
"1849";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0,0119047619047619;0,125;36,5790666666667;6,31827364037917;7,88645043056621;1,29199368842936;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,24819703600127
"1850";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0,0119047619047619;0,25;36,2183;6,27402429095533;8,20315062415079;1,45254386564025;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,30747830160245
"1851";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;36,1532;6,62446283913463;8,7742018843075;1,58187744079744;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,32451522446063
"1852";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,2;0,0238095238095238;0,428571428571429;29,8951;6,65641380505155;8,9192162513277;1,09572901575305;"No quantiles";7;"20";0,05;"ART";"Scenario 4";1,33994317549172
"1853";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;25,9314166666667;6,47001525113203;8,29846558128613;1,33758253576887;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,28260371253904
"1854";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;35,9854833333333;6,41555938618449;8,42072453595476;1,4768247454828;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,31254720423729
"1855";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,125;37,0327;6,72561979618296;8,39687680599909;1,24579696363835;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,24849115181394
"1856";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0,0119047619047619;0,142857142857143;310,271933333333;6,27158035385325;8,25235946981265;1,42689682101419;"No quantiles";28;"20";0,05;"ART";"Scenario 4";1,31583412859287
"1857";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,1230666666667;6,38920851780225;7,58595466955943;1,6703114809015;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,18730741819158
"1858";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;25,4658666666667;6,42719328402809;7,74016333035436;1,68374874297159;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,20428357889735
"1859";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;53,63055;6,85383957410535;8,00744654320247;1,54195459898566;"No quantiles";10;"20";0,05;"ART";"Scenario 4";1,16831543204711
"1860";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,125;25,7450833333333;6,3124795813803;8,47331309316817;1,21904138539914;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,34231136654471
"1861";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0,0119047619047619;0,111111111111111;31,3256333333333;6,61947834798131;8,13696020736618;1,7217941339049;"No quantiles";9;"20";0,05;"ART";"Scenario 4";1,22924493133929
"1862";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;31,65555;6,84466757732134;7,90793586181438;1,62099377138168;"No quantiles";9;"20";0,05;"ART";"Scenario 4";1,15534257470969
"1863";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;126,3994;6,26279450460031;6,68695574401349;2,18603891929812;"No quantiles";17;"20";0,05;"ART";"Scenario 4";1,06772715264753
"1864";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;102,738333333333;6,62347725224158;8,08902240104229;1,65613870522283;"No quantiles";15;"20";0,05;"ART";"Scenario 4";1,22126521961025
"1865";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,266666666666667;0,0119047619047619;0,2;12,3342333333333;6,91929711919293;9,08018282133687;1,33261356963648;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,31229844085608
"1866";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;26,0370833333333;7,12167721309326;8,6194704915134;1,22181058975214;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,21031468200587
"1867";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,3051166666667;6,62380961969382;8,30143591536294;1,65694012995497;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,25327211861302
"1868";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,5455166666667;6,11183247938648;8,08197104038321;1,35918155488569;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,32234825932181
"1869";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;112,436833333333;6,556973237517;6,54510483263034;2,68234922268462;"No quantiles";19;"20";0,05;"ART";"Scenario 4";0,998189956790009
"1870";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,3718333333333;6,50222349484424;8,08662552464352;1,19714362676829;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,2436708044649
"1871";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;35,5614833333333;6,06994533247798;9,30941396898462;1,88437020003314;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,5336899196066
"1872";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;36,3714333333333;5,83578075620869;8,25019585410703;1,49283115642796;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,413726148867
"1873";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,9461166666667;6,1775964994945;8,42784564703113;1,50652002197062;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,36425965142281
"1874";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;17,82455;6,35435264362057;8,66236573558956;1,59813191484404;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,36321765904606
"1875";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;26,07395;6,50873605281207;8,32924722660508;1,28300892644813;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,27970271939457
"1876";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0,0119047619047619;0,148148148148148;283,647683333333;6,65201199783032;8,84340345679797;1,60690539568656;"No quantiles";27;"20";0,05;"ART";"Scenario 4";1,32943287830545
"1877";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0,0119047619047619;0,25;35,9862;7,07548168112643;9,47625806569871;1,1586455421808;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,33930925027709
"1878";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;25,32725;7,04412383858886;8,59896253151122;1,47256978463472;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,22072847220611
"1879";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,7870333333333;6,2779151508606;8,26131577739617;1,37981308278159;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,31593300942649
"1880";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0,0119047619047619;0,0833333333333334;50,57075;6,22744738616263;7,05447480124935;2,42241595593617;"No quantiles";12;"20";0,05;"ART";"Scenario 4";1,13280359733338
"1881";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;25,6868;6,47283607270005;8,22315765192782;1,39589952679186;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,27041030540074
"1882";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,6292;6,65965284785197;8,81370729037454;1,34994704858863;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,32344845771013
"1883";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;37,1843666666667;6,77828486755848;8,87585767018708;1,80122242084458;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,30945480215324
"1884";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,25;25,7291333333333;6,80821870261881;9,11184314512217;1,47794976788771;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,3383593481827
"1885";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0238095238095238;0,2;53,7691;6,56440320110503;7,66004580015857;1,70153043913772;"No quantiles";10;"20";0,05;"ART";"Scenario 4";1,16690665784654
"1886";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0;0;61,1702833333333;6,91620085821024;7,97192319764996;1,93882406272617;"No quantiles";11;"20";0,05;"ART";"Scenario 4";1,15264483508839
"1887";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0,0119047619047619;0,272727272727273;59,2719166666667;6,62407493374135;8,49708630811506;1,28321516807223;"No quantiles";11;"20";0,05;"ART";"Scenario 4";1,28275818029067
"1888";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;37,0925666666667;6,12189685355505;7,534568808431;1,58431085991503;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,23075722911855
"1889";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0,0119047619047619;0,125;36,6333166666667;6,33261107451391;7,69690266304511;1,40365751089064;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,21543903020065
"1890";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,266666666666667;0,0119047619047619;0,2;17,5916;6,5255942156916;9,41218226400173;1,09361554695538;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,4423486893146
"1891";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;12,5226166666667;6,26129461996394;9,02962656293708;1,11860821642983;"No quantiles";5;"20";0,05;"ART";"Scenario 4";1,44213411299101
"1892";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,9119333333333;6,85700401126187;8,64552871437031;1,59469800830907;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,2608318006189
"1893";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;30,0549166666667;6,13485809252191;7,53474938592723;1,30294248017661;"No quantiles";7;"20";0,05;"ART";"Scenario 4";1,22818641805451
"1894";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,333333333333333;0;0;35,9711666666667;6,68453919309488;8,42650227069147;1,6476256752182;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,26059583574527
"1895";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,4;0;0;36,76025;6,50569170812496;7,22439164238679;1,7975791362419;"No quantiles";8;"20";0,05;"ART";"Scenario 4";1,11047248571036
"1896";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,533333333333333;0;0;79,4480833333333;6,67323171780397;7,50206095709839;1,63770935209537;"No quantiles";13;"20";0,05;"ART";"Scenario 4";1,12420207694619
"1897";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 4";100;0,466666666666667;0,0119047619047619;0,194444444444444;479,6307;6,48582921282163;7,78905799361352;1,97205875300818;"No quantiles";36;"20";0,05;"ART";"Scenario 4";1,20093479769951
